Start Date,1/1/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Date,11/15/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BATSLN 5.931 02/02/2029 Corp,BATSLN 5.931 02/02/2029 Corp,BATSLN 5.931 02/02/2029 Corp,BATSLN 5.931 02/02/2029 Corp,BATSLN 5.931 02/02/2029 Corp,BATSLN 5.931 02/02/2029 Corp,BATSLN 5.931 02/02/2029 Corp,BATSLN 5.931 02/02/2029 Corp,BATSLN 6.343 08/02/2030 Corp,BATSLN 6.343 08/02/2030 Corp,BATSLN 6.343 08/02/2030 Corp,BATSLN 6.343 08/02/2030 Corp,BATSLN 6.343 08/02/2030 Corp,BATSLN 6.343 08/02/2030 Corp,BATSLN 6.343 08/02/2030 Corp,BATSLN 6.343 08/02/2030 Corp,BATSLN 4.448 03/16/2028 Corp,BATSLN 4.448 03/16/2028 Corp,BATSLN 4.448 03/16/2028 Corp,BATSLN 4.448 03/16/2028 Corp,BATSLN 4.448 03/16/2028 Corp,BATSLN 4.448 03/16/2028 Corp,BATSLN 4.448 03/16/2028 Corp,BATSLN 4.448 03/16/2028 Corp,BATSLN 4.906 04/02/2030 Corp,BATSLN 4.906 04/02/2030 Corp,BATSLN 4.906 04/02/2030 Corp,BATSLN 4.906 04/02/2030 Corp,BATSLN 4.906 04/02/2030 Corp,BATSLN 4.906 04/02/2030 Corp,BATSLN 4.906 04/02/2030 Corp,BATSLN 4.906 04/02/2030 Corp,BATSLN 2.259 03/25/2028 Corp,BATSLN 2.259 03/25/2028 Corp,BATSLN 2.259 03/25/2028 Corp,BATSLN 2.259 03/25/2028 Corp,BATSLN 2.259 03/25/2028 Corp,BATSLN 2.259 03/25/2028 Corp,BATSLN 2.259 03/25/2028 Corp,BATSLN 2.259 03/25/2028 Corp,BATSLN 3.222 08/15/2024 Corp,BATSLN 3.222 08/15/2024 Corp,BATSLN 3.222 08/15/2024 Corp,BATSLN 3.222 08/15/2024 Corp,BATSLN 3.222 08/15/2024 Corp,BATSLN 3.222 08/15/2024 Corp,BATSLN 3.222 08/15/2024 Corp,BATSLN 3.222 08/15/2024 Corp,BATSLN 4.45 06/12/2025 Corp,BATSLN 4.45 06/12/2025 Corp,BATSLN 4.45 06/12/2025 Corp,BATSLN 4.45 06/12/2025 Corp,BATSLN 4.45 06/12/2025 Corp,BATSLN 4.45 06/12/2025 Corp,BATSLN 4.45 06/12/2025 Corp,BATSLN 4.45 06/12/2025 Corp,BATSLN 3.557 08/15/2027 Corp,BATSLN 3.557 08/15/2027 Corp,BATSLN 3.557 08/15/2027 Corp,BATSLN 3.557 08/15/2027 Corp,BATSLN 3.557 08/15/2027 Corp,BATSLN 3.557 08/15/2027 Corp,BATSLN 3.557 08/15/2027 Corp,BATSLN 3.557 08/15/2027 Corp,BATSLN 2.25 01/16/2030 REGS Corp,BATSLN 2.25 01/16/2030 REGS Corp,BATSLN 2.25 01/16/2030 REGS Corp,BATSLN 2.25 01/16/2030 REGS Corp,BATSLN 2.25 01/16/2030 REGS Corp,BATSLN 2.25 01/16/2030 REGS Corp,BATSLN 2.25 01/16/2030 REGS Corp,BATSLN 2.25 01/16/2030 REGS Corp,BATSLN 3.95 06/15/2025 REGS Corp,BATSLN 3.95 06/15/2025 REGS Corp,BATSLN 3.95 06/15/2025 REGS Corp,BATSLN 3.95 06/15/2025 REGS Corp,BATSLN 3.95 06/15/2025 REGS Corp,BATSLN 3.95 06/15/2025 REGS Corp,BATSLN 3.95 06/15/2025 REGS Corp,BATSLN 3.95 06/15/2025 REGS Corp,BATSLN 3.125 03/06/2029 REGS Corp,BATSLN 3.125 03/06/2029 REGS Corp,BATSLN 3.125 03/06/2029 REGS Corp,BATSLN 3.125 03/06/2029 REGS Corp,BATSLN 3.125 03/06/2029 REGS Corp,BATSLN 3.125 03/06/2029 REGS Corp,BATSLN 3.125 03/06/2029 REGS Corp,BATSLN 3.125 03/06/2029 REGS Corp,BATSLN 2.75 03/25/2025 REGS Corp,BATSLN 2.75 03/25/2025 REGS Corp,BATSLN 2.75 03/25/2025 REGS Corp,BATSLN 2.75 03/25/2025 REGS Corp,BATSLN 2.75 03/25/2025 REGS Corp,BATSLN 2.75 03/25/2025 REGS Corp,BATSLN 2.75 03/25/2025 REGS Corp,BATSLN 2.75 03/25/2025 REGS Corp,BATSLN 4.7 04/02/2027 Corp,BATSLN 4.7 04/02/2027 Corp,BATSLN 4.7 04/02/2027 Corp,BATSLN 4.7 04/02/2027 Corp,BATSLN 4.7 04/02/2027 Corp,BATSLN 4.7 04/02/2027 Corp,BATSLN 4.7 04/02/2027 Corp,BATSLN 4.7 04/02/2027 Corp
,Bloomberg Issuer Default Risk,Bloomberg Issuer Default Risk Implied CDS Spread,Last Price,Mid Yield To Maturity,Bloomberg 1 Year Default Probability,Bloomberg 2 Year Default Probability,Bloomberg 3 Year Default Probability,Bloomberg 5 Year Default Probability,Bloomberg Issuer Default Risk,Bloomberg Issuer Default Risk Implied CDS Spread,Last Price,Mid Yield To Maturity,Bloomberg 1 Year Default Probability,Bloomberg 2 Year Default Probability,Bloomberg 3 Year Default Probability,Bloomberg 5 Year Default Probability,Bloomberg Issuer Default Risk,Bloomberg Issuer Default Risk Implied CDS Spread,Last Price,Mid Yield To Maturity,Bloomberg 1 Year Default Probability,Bloomberg 2 Year Default Probability,Bloomberg 3 Year Default Probability,Bloomberg 5 Year Default Probability,Bloomberg Issuer Default Risk,Bloomberg Issuer Default Risk Implied CDS Spread,Last Price,Mid Yield To Maturity,Bloomberg 1 Year Default Probability,Bloomberg 2 Year Default Probability,Bloomberg 3 Year Default Probability,Bloomberg 5 Year Default Probability,Bloomberg Issuer Default Risk,Bloomberg Issuer Default Risk Implied CDS Spread,Last Price,Mid Yield To Maturity,Bloomberg 1 Year Default Probability,Bloomberg 2 Year Default Probability,Bloomberg 3 Year Default Probability,Bloomberg 5 Year Default Probability,Bloomberg Issuer Default Risk,Bloomberg Issuer Default Risk Implied CDS Spread,Last Price,Mid Yield To Maturity,Bloomberg 1 Year Default Probability,Bloomberg 2 Year Default Probability,Bloomberg 3 Year Default Probability,Bloomberg 5 Year Default Probability,Bloomberg Issuer Default Risk,Bloomberg Issuer Default Risk Implied CDS Spread,Last Price,Mid Yield To Maturity,Bloomberg 1 Year Default Probability,Bloomberg 2 Year Default Probability,Bloomberg 3 Year Default Probability,Bloomberg 5 Year Default Probability,Bloomberg Issuer Default Risk,Bloomberg Issuer Default Risk Implied CDS Spread,Last Price,Mid Yield To Maturity,Bloomberg 1 Year Default Probability,Bloomberg 2 Year Default Probability,Bloomberg 3 Year Default Probability,Bloomberg 5 Year Default Probability,Bloomberg Issuer Default Risk,Bloomberg Issuer Default Risk Implied CDS Spread,Last Price,Mid Yield To Maturity,Bloomberg 1 Year Default Probability,Bloomberg 2 Year Default Probability,Bloomberg 3 Year Default Probability,Bloomberg 5 Year Default Probability,Bloomberg Issuer Default Risk,Bloomberg Issuer Default Risk Implied CDS Spread,Last Price,Mid Yield To Maturity,Bloomberg 1 Year Default Probability,Bloomberg 2 Year Default Probability,Bloomberg 3 Year Default Probability,Bloomberg 5 Year Default Probability,Bloomberg Issuer Default Risk,Bloomberg Issuer Default Risk Implied CDS Spread,Last Price,Mid Yield To Maturity,Bloomberg 1 Year Default Probability,Bloomberg 2 Year Default Probability,Bloomberg 3 Year Default Probability,Bloomberg 5 Year Default Probability,Bloomberg Issuer Default Risk,Bloomberg Issuer Default Risk Implied CDS Spread,Last Price,Mid Yield To Maturity,Bloomberg 1 Year Default Probability,Bloomberg 2 Year Default Probability,Bloomberg 3 Year Default Probability,Bloomberg 5 Year Default Probability,Bloomberg Issuer Default Risk,Bloomberg Issuer Default Risk Implied CDS Spread,Last Price,Mid Yield To Maturity,Bloomberg 1 Year Default Probability,Bloomberg 2 Year Default Probability,Bloomberg 3 Year Default Probability,Bloomberg 5 Year Default Probability
Dates,RSK_BB_ISSUER_DEFAULT,RSK_BB_IMPLIED_CDS_SPREAD,PX_LAST,YLD_YTM_MID,BB_1YR_DEFAULT_PROB,BB_2Y_DEFAULT_PROB,BB_3Y_DEFAULT_PROB,BB_5Y_DEFAULT_PROB,RSK_BB_ISSUER_DEFAULT,RSK_BB_IMPLIED_CDS_SPREAD,PX_LAST,YLD_YTM_MID,BB_1YR_DEFAULT_PROB,BB_2Y_DEFAULT_PROB,BB_3Y_DEFAULT_PROB,BB_5Y_DEFAULT_PROB,RSK_BB_ISSUER_DEFAULT,RSK_BB_IMPLIED_CDS_SPREAD,PX_LAST,YLD_YTM_MID,BB_1YR_DEFAULT_PROB,BB_2Y_DEFAULT_PROB,BB_3Y_DEFAULT_PROB,BB_5Y_DEFAULT_PROB,RSK_BB_ISSUER_DEFAULT,RSK_BB_IMPLIED_CDS_SPREAD,PX_LAST,YLD_YTM_MID,BB_1YR_DEFAULT_PROB,BB_2Y_DEFAULT_PROB,BB_3Y_DEFAULT_PROB,BB_5Y_DEFAULT_PROB,RSK_BB_ISSUER_DEFAULT,RSK_BB_IMPLIED_CDS_SPREAD,PX_LAST,YLD_YTM_MID,BB_1YR_DEFAULT_PROB,BB_2Y_DEFAULT_PROB,BB_3Y_DEFAULT_PROB,BB_5Y_DEFAULT_PROB,RSK_BB_ISSUER_DEFAULT,RSK_BB_IMPLIED_CDS_SPREAD,PX_LAST,YLD_YTM_MID,BB_1YR_DEFAULT_PROB,BB_2Y_DEFAULT_PROB,BB_3Y_DEFAULT_PROB,BB_5Y_DEFAULT_PROB,RSK_BB_ISSUER_DEFAULT,RSK_BB_IMPLIED_CDS_SPREAD,PX_LAST,YLD_YTM_MID,BB_1YR_DEFAULT_PROB,BB_2Y_DEFAULT_PROB,BB_3Y_DEFAULT_PROB,BB_5Y_DEFAULT_PROB,RSK_BB_ISSUER_DEFAULT,RSK_BB_IMPLIED_CDS_SPREAD,PX_LAST,YLD_YTM_MID,BB_1YR_DEFAULT_PROB,BB_2Y_DEFAULT_PROB,BB_3Y_DEFAULT_PROB,BB_5Y_DEFAULT_PROB,RSK_BB_ISSUER_DEFAULT,RSK_BB_IMPLIED_CDS_SPREAD,PX_LAST,YLD_YTM_MID,BB_1YR_DEFAULT_PROB,BB_2Y_DEFAULT_PROB,BB_3Y_DEFAULT_PROB,BB_5Y_DEFAULT_PROB,RSK_BB_ISSUER_DEFAULT,RSK_BB_IMPLIED_CDS_SPREAD,PX_LAST,YLD_YTM_MID,BB_1YR_DEFAULT_PROB,BB_2Y_DEFAULT_PROB,BB_3Y_DEFAULT_PROB,BB_5Y_DEFAULT_PROB,RSK_BB_ISSUER_DEFAULT,RSK_BB_IMPLIED_CDS_SPREAD,PX_LAST,YLD_YTM_MID,BB_1YR_DEFAULT_PROB,BB_2Y_DEFAULT_PROB,BB_3Y_DEFAULT_PROB,BB_5Y_DEFAULT_PROB,RSK_BB_ISSUER_DEFAULT,RSK_BB_IMPLIED_CDS_SPREAD,PX_LAST,YLD_YTM_MID,BB_1YR_DEFAULT_PROB,BB_2Y_DEFAULT_PROB,BB_3Y_DEFAULT_PROB,BB_5Y_DEFAULT_PROB,RSK_BB_ISSUER_DEFAULT,RSK_BB_IMPLIED_CDS_SPREAD,PX_LAST,YLD_YTM_MID,BB_1YR_DEFAULT_PROB,BB_2Y_DEFAULT_PROB,BB_3Y_DEFAULT_PROB,BB_5Y_DEFAULT_PROB
1/1/2018,IG8,101.7,,,0.001666261,0.00583143,0.010489326,0.018806639,,,,,,,,,IG8,101.7,,,0.001666261,0.00583143,0.010489326,0.018806639,,,,,,,,,,,,,,,,,,,,,,,,,IG1,56.8,106.767,3.412,0.000000712,0.000108858,0.000702648,0.003054776,,,,,,,,,IG8,101.7,103.627,1.91,0.001666261,0.00583143,0.010489326,0.018806639,IG8,101.7,104.275,3.298,0.001666261,0.00583143,0.010489326,0.018806639,IG8,101.7,113.675,1.765,0.001666261,0.00583143,0.010489326,0.018806639,IG8,101.7,111.36,1.104,0.001666261,0.00583143,0.010489326,0.018806639,,,,,,,,
1/2/2018,IG9,103,,,0.00241364,0.007710004,0.013295451,0.022712944,,,,,,,,,IG9,103,,,0.00241364,0.007710004,0.013295451,0.022712944,,,,,,,,,,,,,,,,,,,,,,,,,IG1,57.1,106.2,3.496,0.000000792,0.000115431,0.000730729,0.003138097,,,,,,,,,IG9,103,103.272,1.942,0.00241364,0.007710004,0.013295451,0.022712944,IG9,103,103.957,3.345,0.00241364,0.007710004,0.013295451,0.022712944,IG9,103,113.245,1.804,0.00241364,0.007710004,0.013295451,0.022712944,IG9,103,111.219,1.123,0.00241364,0.007710004,0.013295451,0.022712944,,,,,,,,
1/3/2018,IG9,103,,,0.00241364,0.007710004,0.013295451,0.022712944,,,,,,,,,IG9,103,,,0.00241364,0.007710004,0.013295451,0.022712944,,,,,,,,,,,,,,,,,,,,,,,,,IG1,57,106.259,3.487,0.000000779,0.000114514,0.000727265,0.003129889,,,,,,,,,IG9,103,103.569,1.915,0.00241364,0.007710004,0.013295451,0.022712944,IG9,103,103.941,3.347,0.00241364,0.007710004,0.013295451,0.022712944,IG9,103,113.506,1.78,0.00241364,0.007710004,0.013295451,0.022712944,IG9,103,111.363,1.103,0.00241364,0.007710004,0.013295451,0.022712944,,,,,,,,
1/4/2018,IG9,103,,,0.00241364,0.007710004,0.013295451,0.022712944,,,,,,,,,IG9,103,,,0.00241364,0.007710004,0.013295451,0.022712944,,,,,,,,,,,,,,,,,,,,,,,,,IG1,57.1,106.293,3.481,0.000000794,0.000115704,0.000732265,0.003144441,,,,,,,,,IG9,103,103.777,1.896,0.00241364,0.007710004,0.013295451,0.022712944,IG9,103,103.848,3.361,0.00241364,0.007710004,0.013295451,0.022712944,IG9,103,113.621,1.769,0.00241364,0.007710004,0.013295451,0.022712944,IG9,103,111.461,1.088,0.00241364,0.007710004,0.013295451,0.022712944,,,,,,,,
1/5/2018,IG9,103,,,0.00241364,0.007710004,0.013295451,0.022712944,,,,,,,,,IG9,103,,,0.00241364,0.007710004,0.013295451,0.022712944,,,,,,,,,,,,,,,,,,,,,,,,,IG1,57,106.219,3.492,0.000000769,0.000113594,0.000722939,0.003115115,,,,,,,,,IG9,103,103.952,1.88,0.00241364,0.007710004,0.013295451,0.022712944,IG9,103,103.716,3.38,0.00241364,0.007710004,0.013295451,0.022712944,IG9,103,113.841,1.748,0.00241364,0.007710004,0.013295451,0.022712944,IG9,103,111.635,1.064,0.00241364,0.007710004,0.013295451,0.022712944,,,,,,,,
1/8/2018,IG8,96.3,,,0.001250465,0.004742543,0.008843461,0.016486271,,,,,,,,,IG8,96.3,,,0.001250465,0.004742543,0.008843461,0.016486271,,,,,,,,,,,,,,,,,,,,,,,,,IG1,56.7,106.232,3.489,0.000000772,0.000113758,0.000723557,0.003116584,,,,,,,,,IG8,96.3,104.048,1.871,0.001250465,0.004742543,0.008843461,0.016486271,IG8,96.3,103.712,3.381,0.001250465,0.004742543,0.008843461,0.016486271,IG8,96.3,114.044,1.729,0.001250465,0.004742543,0.008843461,0.016486271,IG8,96.3,111.793,1.042,0.001250465,0.004742543,0.008843461,0.016486271,,,,,,,,
1/9/2018,IG8,96.3,,,0.001250465,0.004742543,0.008843461,0.016486271,,,,,,,,,IG8,96.3,,,0.001250465,0.004742543,0.008843461,0.016486271,,,,,,,,,,,,,,,,,,,,,,,,,IG1,56.5,105.852,3.546,0.000000737,0.000110774,0.000710332,0.003075046,,,,,,,,,IG8,96.3,103.671,1.905,0.001250465,0.004742543,0.008843461,0.016486271,IG8,96.3,103.32,3.439,0.001250465,0.004742543,0.008843461,0.016486271,IG8,96.3,113.7,1.76,0.001250465,0.004742543,0.008843461,0.016486271,IG8,96.3,111.722,1.051,0.001250465,0.004742543,0.008843461,0.016486271,,,,,,,,
1/10/2018,IG8,96.3,,,0.001250465,0.004742543,0.008843461,0.016486271,,,,,,,,,IG8,96.3,,,0.001250465,0.004742543,0.008843461,0.016486271,,,,,,,,,,,,,,,,,,,,,,,,,IG1,56.5,105.921,3.535,0.000000733,0.00011039,0.000708518,0.003068846,,,,,,,,,IG8,96.3,103.562,1.915,0.001250465,0.004742543,0.008843461,0.016486271,IG8,96.3,103.344,3.436,0.001250465,0.004742543,0.008843461,0.016486271,IG8,96.3,113.624,1.767,0.001250465,0.004742543,0.008843461,0.016486271,IG8,96.3,111.677,1.056,0.001250465,0.004742543,0.008843461,0.016486271,,,,,,,,
